civshuttle,300,100,100,100,100,200,200,200,200,200,200,,,20,20,20,20,,20,,20,,20,wpn_generic,200,200,0.17,120,250,,,,,200,200,0.17,8.192,8.192,,,,,20,20,0.17,8.192,8.192,,,,,20,20,0.17,8.192,8.192,,,,,20,20,0.17,8.192,8.192,,,,,20,20,0.17,8.192,8.192,,,,,20,20,0.17,8.192,8.192,,,,,20,20,0.17,8.192,8.192,,,
civspeeder,300,100,100,100,100,200,200,200,200,200,200,,,20,20,20,20,,20,,20,,20,wpn_generic,200,200,0.085,120,250,,,,,200,200,0.085,4.096,4.096,,,,,20,20,0.085,4.096,4.096,,,,,20,20,0.085,4.096,4.096,,,,,20,20,0.085,4.096,4.096,,,,,20,20,0.085,4.096,4.096,,,,,20,20,0.085,4.096,4.096,,,,,20,20,0.085,4.096,4.096,,,
civtaxi,300,100,100,100,100,200,200,200,200,200,200,,,20,20,20,20,,20,,20,,20,wpn_generic,200,200,0.127,120,250,,,,,200,200,0.127,6.144,6.144,,,,,20,20,0.127,6.144,6.144,,,,,20,20,0.127,6.144,6.144,,,,,20,20,0.127,6.144,6.144,,,,,20,20,0.127,6.144,6.144,,,,,20,20,0.127,6.144,6.144,,,,,20,20,0.127,6.144,6.144,,,
civtransport,300,100,100,100,100,200,200,200,200,200,200,,,20,20,20,20,,20,,20,,20,wpn_generic,200,200,0.064,120,250,,,,,200,200,0.064,3.072,3.072,,,,,20,20,0.064,3.072,3.072,,,,,20,20,0.064,3.072,3.072,,,,,20,20,0.064,3.072,3.072,,,,,20,20,0.064,3.072,3.072,,,,,20,20,0.064,3.072,3.072,,,,,20,20,0.064,3.072,3.072,,,
corvette,60000,10000,5000,10000,5000,20000,20000,20000,20000,15000,15000,10000,5000,5000,20,5000,20,5000,5000,10000,10000,10000,10000,wpn_corvette_turret_sm_s01,8000,4000,0.471,520,640,,,,wpn_corvette_turret_sm_s01,8000,4000,0.471,520,640,,,,wpn_corvette_turret_sm_s01,8000,4000,0.471,520,640,,,,wpn_corvette_turret_sm_s01,8000,4000,0.471,520,640,,,,wpn_corvette_turret_sm_s01,8000,4000,0.471,520,640,,,,wpn_corvette_turret_sm_s01,8000,4000,0.471,520,640,,,,wpn_corvette_turret_sm_s01,8000,4000,0.471,520,640,,,,wpn_corvette_turret_sm_s01,8000,4000,0.471,520,640,,,
corvette_ep3,15250,6200,2275,6200,2275,2400,2400,1200,1200,1590,1590,4760,1590,4760,200,1200,20,1400,1000,1450,1200,1560,1170,wpn_corvette_turret_sm_s01,1200,1000,0.471,520,640,,,,wpn_corvette_turret_sm_s01,1200,1000,0.471,520,640,,,,wpn_corvette_turret_sm_s01,1200,1000,0.471,520,640,,,,wpn_corvette_turret_sm_s01,1200,1000,0.471,520,640,,,,wpn_corvette_turret_sm_s01,1200,1000,0.471,520,640,,,,wpn_corvette_turret_sm_s01,1200,1000,0.471,520,640,,,,wpn_corvette_turret_sm_s01,1200,1000,0.471,520,640,,,,wpn_corvette_turret_sm_s01,1200,1000,0.471,520,640,,,
corvette_interior,30000,5000,2000,5000,2000,6000,6000,3000,3000,5000,5000,5000,1000,5000,20,5000,20,5000,5000,10000,10000,2000,2000,wpn_corvette_turret_sm_s01,1000,600,0.471,520,640,,,,wpn_corvette_turret_sm_s01,1000,600,0.471,520,640,,,,wpn_corvette_turret_sm_s01,1000,600,0.471,520,640,,,,wpn_corvette_turret_sm_s01,1000,600,0.471,520,640,,,,wpn_corvette_turret_sm_s01,1000,600,0.471,520,640,,,,wpn_corvette_turret_sm_s01,1000,600,0.471,520,640,,,,wpn_corvette_turret_sm_s01,1000,600,0.471,520,640,,,,wpn_corvette_turret_sm_s01,1000,600,0.471,520,640,,,
decimator,654,100,100,100,100,600,600,400,500,700,700,,,20,20,20,20,,20,,20,,20,wpn_incom_disruptor,200,200,0.429,320,340,,,,,200,200,0.429,15.488,15.488,,,,,20,20,0.429,15.488,15.488,,,,,20,20,0.429,15.488,15.488,,,,,20,20,0.429,15.488,15.488,,,,,20,20,0.429,15.488,15.488,,,,,20,20,0.429,15.488,15.488,,,,,20,20,0.429,15.488,15.488,,,
droid_fighter,519,300,300,100,100,300,400,400,500,200,200,,,20,20,20,20,,20,,20,,20,wpn_z95_blaster,200,200,0.345,120,250,,,,,200,200,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,
escape_pod,400,300,300,100,100,200,200,2876,2876,200,200,,,20,20,20,20,,20,,20,,20,wpn_incom_disruptor,200,200,0.345,470,500,,,,,200,200,8.98,471,1543,0.9,0.23,10,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,
firespray,519,100,100,100,100,600,800,400,500,600,600,,,20,20,20,20,,20,,20,,20,wpn_incom_disruptor,200,200,0.345,210,320,,,,wpn_incom_disruptor,200,200,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,
freighterheavy,300,100,100,100,100,600,800,200,200,800,800,,,20,20,20,20,,20,,20,,20,wpn_generic,200,200,0.679,320,600,,,,,200,200,0.679,32.768,32.768,,,,,20,20,0.679,32.768,32.768,,,,,20,20,0.679,32.768,32.768,,,,,20,20,0.679,32.768,32.768,,,,,20,20,0.679,32.768,32.768,,,,,20,20,0.679,32.768,32.768,,,,,20,20,0.679,32.768,32.768,,,
freighterlight,300,100,100,100,100,300,600,200,200,500,500,,,20,20,20,20,,20,,20,,20,wpn_generic,200,200,0.17,240,480,,,,,200,200,0.17,8.192,8.192,,,,,20,20,0.17,8.192,8.192,,,,,20,20,0.17,8.192,8.192,,,,,20,20,0.17,8.192,8.192,,,,,20,20,0.17,8.192,8.192,,,,,20,20,0.17,8.192,8.192,,,,,20,20,0.17,8.192,8.192,,,
freightermedium,300,100,100,100,100,400,700,200,200,600,600,,,20,20,20,20,,20,,20,,20,wpn_generic,200,200,0.34,300,510,,,,,200,200,0.34,16.384,16.384,,,,,20,20,0.34,16.384,16.384,,,,,20,20,0.34,16.384,16.384,,,,,20,20,0.34,16.384,16.384,,,,,20,20,0.34,16.384,16.384,,,,,20,20,0.34,16.384,16.384,,,,,20,20,0.34,16.384,16.384,,,
hutt_light_s01,519,300,300,100,100,300,500,400,500,300,300,,,20,20,20,20,,20,,20,,20,wpn_incom_disruptor,200,200,0.345,120,250,,,,,200,200,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,
hutt_light_s02,519,300,300,100,100,300,500,400,500,300,300,,,20,20,20,20,,20,,20,,20,wpn_incom_disruptor,200,200,0.345,120,250,,,,,200,200,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,
hutt_medium_s01,519,300,300,100,100,400,700,400,500,500,500,,,20,20,20,20,,20,,20,,20,wpn_incom_disruptor,200,200,0.345,210,320,,,,,200,200,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,
hutt_medium_s02,519,300,300,100,100,400,700,400,500,500,500,,,20,20,20,20,,20,,20,,20,wpn_incom_disruptor,200,200,0.345,210,320,,,,,200,200,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,
hutt_heavy_s01,519,300,300,100,100,600,800,400,500,700,700,,,20,20,20,20,,20,,20,,20,wpn_incom_disruptor,200,200,0.345,320,410,,,,wpn_incom_disruptor,200,200,0.345,23.6,23.6,,,,wpn_incom_disruptor,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,
hutt_heavy_s02,519,300,300,100,100,600,800,400,500,700,700,,,20,20,20,20,,20,,20,,20,wpn_incom_disruptor,200,200,0.345,320,410,,,,wpn_incom_disruptor,200,200,0.345,23.6,23.6,,,,wpn_incom_disruptor,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,
imperial_gunboat,30000,5000,2000,5000,2000,6000,6000,3000,3000,5000,5000,5000,1000,5000,20,5000,20,2000,2000,2000,2000,2000,2000,wpn_tieadvanced_blaster,200,200,0.356,100,150,,,,wpn_tieadvanced_blaster,200,200,0.356,100,150,,,,wpn_tieadvanced_blaster,200,200,0.356,100,150,,,,wpn_tieadvanced_blaster,200,200,0.356,100,150,,,,wpn_tieadvanced_blaster,200,200,0.356,100,150,,,,wpn_tieadvanced_blaster,200,200,0.356,100,150,,,,,,,,,,,,,,,,,,,,,
lambdashuttle,300,100,100,100,100,700,900,200,200,800,800,,,20,20,20,20,,20,,20,,20,wpn_tieadvanced_blaster,200,200,1.125,220,360,,,,wpn_tieadvanced_blaster,200,200,1.125,54.272,54.272,,,,,20,20,1.125,54.272,54.272,,,,,20,20,1.125,54.272,54.272,,,,,20,20,1.125,54.272,54.272,,,,,20,20,1.125,54.272,54.272,,,,,20,20,1.125,54.272,54.272,,,,,20,20,1.125,54.272,54.272,,,
nebulon,30000,5000,100,5000,100,200,200,200,200,5000,5000,5000,,5000,20,5000,20,,20,,20,,20,wpn_capitalship_turret_test,200,200,0.345,10,20,,,,wpn_capitalship_turret_test,200,200,0.345,10,20,,,,,5000,20,0.679,10,20,,,,,5000,20,0.679,10,20,,,,,5000,20,0.679,10,20,,,,,5000,20,0.679,10,20,,,,,5000,20,0.679,10,20,,,,,5000,20,0.679,10,20,,,
player_advanced_xwing,6000,3185,1592,3185,1592,10000,10000,3654,3654,8000,8000,3185,1592,900,900,900,900,,20,,20,,20,wpn_incom_blaster,3185,1592,0.4,4000,5400,,,,wpn_incom_blaster,3185,1592,0.4,4000,5400,,,,,200,200,6,471,1543,0.9,0.23,12,wpn_xwing_missile_s01,3185,1592,0.32,4000,5400,0.9,0.23,50,wpn_std_countermeasure,250,250,0.1,25,100,,,25,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,
player_advanced_z95,1442,300,300,100,100,876,876,2876,2876,400,400,,,20,20,20,20,,20,,20,,20,wpn_z95_blaster,200,200,0.345,470,500,,,,wpn_xwing_missile_s01,200,200,8.98,471,1543,0.9,0.23,10,wpn_std_countermeasure,250,250,0.1,25,100,,,25,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,600,0.471,520,640,,,
player_arc170,6000,3185,1592,3185,1592,10000,10000,400,500,8000,8000,3185,1592,20,20,20,20,,20,,20,,20,wpn_incom_disruptor,3185,1592,0.32,4000,5400,,,,wpn_incom_disruptor,3185,1592,0.32,4000,5400,,,,wpn_incom_disruptor,3185,1592,0.32,4000,5400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
player_awing,1125,300,300,100,100,610,610,2412,2412,376,376,,,,,20,20,,20,,20,,20,wpn_awing_blaster,200,200,0.345,350,510,,,,wpn_slayn_imagerec_missile_s01,200,200,9.32,321,732,0.78,0.32,16,wpn_std_countermeasure,250,250,0.1,25,100,,,25,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,
player_basic_hutt_light,400,200,100,200,100,300,300,,,250,250,200,100,,,200,100,,20,,20,,20,wpn_z95_basic,200,100,0.345,330,420,,,,,,,,,,,,,wpn_std_countermeasure,200,100,0.1,40,70,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
player_basic_tiefighter,400,200,100,200,100,,,,,650,650,200,100,,,200,100,,20,,20,,20,wpn_tiefighter_basic,200,100,0.345,330,420,,,,,,,,,,,,,wpn_std_countermeasure,200,100,0.1,40,70,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
player_basic_z95,400,200,100,200,100,300,300,,,250,250,200,100,,,200,100,,20,,20,,20,wpn_z95_basic,200,100,0.345,330,420,,,,,,,,,,,,,wpn_std_countermeasure,200,100,0.1,40,70,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
player_blacksun_heavy_s01,519,300,300,100,100,600,800,400,500,700,700,,,20,20,20,20,,20,,20,,20,wpn_incom_disruptor,200,200,0.345,320,410,,,,wpn_incom_disruptor,200,200,0.345,23.6,23.6,,,,wpn_incom_disruptor,20,20,0.345,23.6,23.6,,,,,,,,,,,,,wpn_std_countermeasure,250,250,0.1,25,100,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
player_blacksun_heavy_s02,519,300,300,100,100,600,800,400,500,700,700,,,20,20,20,20,,20,,20,,20,wpn_incom_disruptor,200,200,0.345,320,410,,,,wpn_incom_disruptor,200,200,0.345,23.6,23.6,,,,wpn_incom_disruptor,20,20,0.345,23.6,23.6,,,,wpn_xwing_missile_s01,,,,,,,,,wpn_std_countermeasure,250,250,0.1,25,100,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
player_blacksun_heavy_s03,519,300,300,100,100,600,800,400,500,700,700,,,20,20,20,20,,20,,20,,20,wpn_incom_disruptor,200,200,0.345,320,410,,,,wpn_incom_disruptor,200,200,0.345,23.6,23.6,,,,wpn_incom_disruptor,20,20,0.345,23.6,23.6,,,,wpn_xwing_missile_s01,,,,,,,,,wpn_std_countermeasure,250,250,0.1,25,100,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
player_blacksun_heavy_s04,519,300,300,100,100,600,800,400,500,700,700,,,20,20,20,20,,20,,20,,20,wpn_incom_disruptor,200,200,0.345,320,410,,,,wpn_incom_disruptor,200,200,0.345,23.6,23.6,,,,wpn_incom_disruptor,20,20,0.345,23.6,23.6,,,,wpn_xwing_missile_s01,,,,,,,,,wpn_std_countermeasure,250,250,0.1,25,100,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
player_blacksun_light_s01,519,300,300,100,100,300,500,400,500,300,300,,,20,20,20,20,,20,,20,,20,wpn_incom_disruptor,200,200,0.345,120,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0.345,23.6,23.6,,,
player_blacksun_light_s02,519,300,300,100,100,300,500,400,500,300,300,,,20,20,20,20,,20,,20,,20,wpn_incom_disruptor,200,200,0.345,120,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0.345,23.6,23.6,,,
player_blacksun_light_s03,519,300,300,100,100,300,500,400,500,300,300,,,20,20,20,20,,20,,20,,20,wpn_incom_disruptor,200,200,0.345,120,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0.345,23.6,23.6,,,
player_blacksun_light_s04,519,300,300,100,100,300,500,400,500,300,300,,,20,20,20,20,,20,,20,,20,wpn_incom_disruptor,200,200,0.345,120,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0.345,23.6,23.6,,,
player_blacksun_medium_s01,519,300,300,100,100,300,500,400,500,300,300,,,20,20,,,,,,,,,wpn_incom_disruptor,200,200,0.345,120,250,,,,wpn_incom_disruptor,200,200,0.345,120,250,,,,,,,,,,,,,wpn_std_countermeasure,250,250,0.1,25,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
player_blacksun_medium_s02,519,300,300,100,100,300,500,400,500,300,300,,,20,20,,,,,,,,,wpn_incom_disruptor,200,200,0.345,120,250,,,,wpn_incom_disruptor,200,200,0.345,120,250,,,,,,,,,,,,,wpn_std_countermeasure,250,250,0.1,25,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
player_blacksun_medium_s03,519,300,300,100,100,300,500,400,500,300,300,,,20,20,,,,,,,,,wpn_incom_disruptor,200,200,0.345,120,250,,,,wpn_incom_disruptor,200,200,0.345,120,250,,,,,,,,,,,,,wpn_std_countermeasure,250,250,0.1,25,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
player_blacksun_medium_s04,519,300,300,100,100,300,500,400,500,300,300,,,20,20,,,,,,,,,wpn_incom_disruptor,200,200,0.345,120,250,,,,wpn_incom_disruptor,200,200,0.345,120,250,,,,,,,,,,,,,wpn_std_countermeasure,250,250,0.1,25,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
player_blacksun_vaksai,519,300,300,100,100,300,500,400,500,300,300,,,20,20,20,20,,20,,20,,20,wpn_incom_disruptor,200,200,0.345,120,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
player_bwing,1765,300,300,100,100,1510,1510,3216,3216,650,650,,,20,20,20,20,,20,,20,,20,wpn_bwing_blaster,200,200,0.345,610,810,,,,wpn_bwing_blaster,200,200,0.345,890,1532,0.62,0.54,32,wpn_bwing_blaster,20,20,0.345,23.6,23.6,,,,wpn_bwing_blaster,20,20,0.345,23.6,23.6,,,,wpn_std_countermeasure,250,250,10,25,100,,,25,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,
player_decimator,5000,400,400,100,100,1623,1623,4212,4212,1100,1100,,,20,20,20,20,,20,,20,,20,wpn_incom_disruptor,200,200,0.345,750,1500,,,,wpn_incom_disruptor,200,200,0.345,618.7221,986.3164,,,,wpn_xwing_missile_s01,20,20,6,23.6,23.6,,,,wpn_std_countermeasure,250,250,0.1,25,100,,,25,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,
player_firespray,1650,100,100,100,100,1400,1400,400,500,200,200,,,20,20,20,20,,20,,20,,20,wpn_incom_disruptor,200,200,0.345,120,250,,,,wpn_incom_disruptor,200,200,0.345,23.6,23.6,,,,wpn_std_countermeasure,250,250,0.1,25,100,,,25,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,,,20,20,0.345,23.6,23.6,,,
player_grievous_starship,1500,100,100,100,100,1400,1400,400,500,200,200,,,20,20,20,20,,20,,20,,20,wpn_incom_disruptor,200,200,0.345,120,250,,,,wpn_incom_disruptor,200,200,0.345,23.6,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
player_gunship_imperial,5000,400,400,100,100,1623,1623,4212,4212,1100,1100,,,20,20,20,20,,20,,20,,20,wpn_incom_disruptor,200,200,0.345,750,1500,,,,wpn_incom_disruptor,200,200,0.345,618.7221,986.3164,,,,wpn_incom_disruptor,200,200,0.345,618.7221,986.3164,,,,wpn_incom_disruptor,200,200,0.345,618.7221,986.3164,,,,wpn_incom_disruptor,200,200,0.345,618.7221,986.3164,,,,wpn_incom_disruptor,200,200,0.345,618.7221,986.3164,,,,wpn_incom_disruptor,200,200,0.345,618.7221,986.3164,,,,wpn_incom_disruptor,200,200,0.345,618.7221,986.3164,,,
player_gunship_neutral,5000,400,400,100,100,1623,1623,4212,4212,1100,1100,,,20,20,20,20,,20,,20,,20,wpn_incom_disruptor,200,200,0.345,750,1500,,,,wpn_incom_disruptor,200,200,0.345,618.7221,986.3164,,,,wpn_incom_disruptor,200,200,0.345,618.7221,986.3164,,,,wpn_incom_disruptor,200,200,0.345,618.7221,986.3164,,,,wpn_incom_disruptor,200,200,0.345,618.7221,986.3164,,,,wpn_incom_disruptor,200,200,0.345,618.7221,986.3164,,,,wpn_incom_disruptor,200,200,0.345,618.7221,986.3164,,,,wpn_incom_disruptor,200,200,0.345,618.7221,986.3164,,,
