aynat_outlaw_tier4,Ay'Nat Outlaw,1,0.154,pirate_tier4,blacksun_medium_s02_tier4
aynat_outlaw_tier5,Ay'Nat Outlaw,1,0.143,pirate_tier5,blacksun_medium_s02_tier5
aynat_vaporizer,Ay'Nat Vaporizer,1,0.1785,pirate_tier1,ywing_tier1
aynat_vaporizer_tier1,Ay'Nat Vaporizer,1,0.221,pirate_tier1,hutt_heavy_s02_tier1
aynat_vaporizer_tier2,Ay'Nat Vaporizer,1,0.208,pirate_tier2,hutt_heavy_s02_tier2
aynat_vaporizer_tier3,Ay'Nat Vaporizer,1,0.195,pirate_tier3,hutt_heavy_s02_tier3
aynat_vaporizer_tier4,Ay'Nat Vaporizer,1,0.182,pirate_tier4,hutt_heavy_s02_tier4
aynat_vaporizer_tier5,Ay'Nat Vaporizer,1,0.169,pirate_tier5,hutt_heavy_s02_tier5
aynat_viggo,Ay'Nat Warlord,1,0.34,pirate_tier1,yt1300_tier1
aynat_viggo_tier1,Ay'Nat Viggo,1,0.32,pirate_tier1,yt1300_tier1
aynat_viggo_tier2,Ay'Nat Viggo,1,0.3,pirate_tier2,yt1300_tier2
aynat_viggo_tier3,Ay'Nat Viggo,2,0.28,pirate_tier3,yt1300_tier3
aynat_viggo_tier4,Ay'Nat Viggo,2,0.26,pirate_tier4,yt1300_tier4
aynat_viggo_tier5,Ay'Nat Viggo,3,0.26,pirate_tier5,yt1300_tier5
aynat_yacht,Ay'Nat Captain's Yacht,1,0.34,pirate_tier1,yt1300_tier1
aynat_yacht_tier1,Ay'Nat Yacht,0,0,pirate_tier1,blacksun_transport_tier1
aynat_yacht_tier2,Ay'Nat Yacht,0,0,pirate_tier2,blacksun_transport_tier2
aynat_yacht_tier3,Ay'Nat Yacht,0,0,pirate_tier3,blacksun_transport_tier3
aynat_yacht_tier4,Ay'Nat Yacht,0,0,pirate_tier4,blacksun_transport_tier4
aynat_yacht_tier5,Ay'Nat Yacht,0,0,pirate_tier5,blacksun_transport_tier5
beacon_reward_crate,Crate: Distress Beacon Reward (Solo),30,1,beacon_crate,
bespin_aggressor_tier5,Tibanna Tapper Aggressor,1,0.14,kessel_pirate,
bespin_bomber_s01_tier5,Tibanna Tapper Bomber,1,0.156,kessel_pirate,
bespin_dunelizard_s01_tier6,Tibanna Tapper Dunelizard,1,0.22,kessel_pirate,
bespin_dunelizard_s02_tier6,Tibanna Tapper Dunelizard,1,0.22,kessel_pirate,
bespin_dunelizard_s02_tier7,Tibanna Tapper Dunelizard,1,0.2,kessel_pirate,
bespin_fighter_s01_tier5,Tibanna Tapper Fighter,1,0.13,kessel_pirate,
bespin_heavy_fighter_tier5,Tibanna Tapper Heavy Fighter,1,0.169,kessel_pirate,
bespin_ixiyen_s01_tier6,Tibanna Tapper Ixiyen,1,0.22,kessel_pirate,
bespin_ixiyen_s02_tier7,Tibanna Tapper Ixiyen,1,0.2,kessel_pirate,
bespin_ixiyen_s03_tier6,Tibanna Tapper Ixiyen,1,0.22,kessel_pirate,
bespin_kihraxz_tier6,Tibanna Tapper Kihraxz,1,0.22,kessel_pirate,
bespin_kimogilla_s01_tier6,Tibanna Tapper Kimogila,1,0.22,kessel_pirate,
bespin_kimogilla_s02_tier6,Tibanna Tapper Kimogila,1,0.22,kessel_pirate,
bespin_kimogilla_s02_tier7,Tibanna Tapper Kimogila,1,0.2,kessel_pirate,
bespin_krayt_tier7,Tibanna Tapper Krayt,1,0.2,kessel_pirate,
bespin_medium_fighter_tier5,Tibanna Tapper Fighter,1,0.13,kessel_pirate,
bespin_rihkxyrk_tier6,Tibanna Tapper Rihkxyrk,1,0.22,kessel_pirate,
bespin_yt1300_tier6,Tibanna Tapper YT-1300,3,0.34,kessel_pirate,
bestine_pirate,Commerce Raider,1,0.17,pirate_tier1,z95_tier1
bestine_pirate_leader,Commerce Raider Leader,1,0.17,story_tatooine_bestine_pirates,z95_tier1
bestine_pirate_leader_tier1,Commerce Raider Leader,1,0.16,story_tatooine_bestine_pirates,z95_tier2
bestine_pirate_leader_tier2,Commerce Raider Leader,1,0.15,story_tatooine_bestine_pirates,z95_tier3
bestine_pirate_leader_tier3,Commerce Raider Leader,1,0.14,story_tatooine_bestine_pirates,z95_tier4
bestine_pirate_leader_tier4,Commerce Raider Leader,1,0.13,story_tatooine_bestine_pirates,z95_tier5
bestine_pirate_leader_tier5,Commerce Raider Leader,1,0.13,story_tatooine_bestine_pirates,z95_tier5
bestine_pirate_tier1,Commerce Raider,1,0.17,story_tatooine_bestine_pirates,z95_tier1
bestine_pirate_tier2,Commerce Raider,1,0.16,story_tatooine_bestine_pirates,z95_tier2
bestine_pirate_tier3,Commerce Raider,1,0.15,story_tatooine_bestine_pirates,z95_tier3
bestine_pirate_tier4,Commerce Raider,1,0.14,story_tatooine_bestine_pirates,z95_tier4
bestine_pirate_tier5,Commerce Raider,1,0.13,story_tatooine_bestine_pirates,z95_tier5
bezox_mentzz_tier2,Bez'ox Mentzz,1,0.32,civilian_tier3,yt1300_tier2
bh_bwar_brother,B'war Brotherhood,1,0.221,pirate_tier1,hutt_heavy_s01_tier1
bh_gutcher_gorai,Gutcher Gorai,1,0.153,pirate_tier1,awing_tier1
bh_juree_lazar,Juree La'Zar,1,0.221,pirate_tier1,firespray_tier1
bh_rae_lux,Rae'Lux,1,0.1785,pirate_tier1,ywing_tier1
bh_target_guard,Mercenary Escort,1,0.153,pirate_tier1,hutt_light_s02_tier1
bh_target_guard_elite,Elite Mercenary Escort,1,0.17,pirate_tier1,hutt_medium_s01_tier1
binyare_black_jack,Black Jack MacDougal,1,0.208,pirate_tier3,hutt_heavy_s01_tier2
binyare_raider_ace,Binayre Avenger,1,0.17,pirate_tier1,hutt_medium_s01_tier1
binyare_raider_average,Binayre Revenger,1,0.153,pirate_tier1,hutt_light_s02_tier1
binyare_raider_rookie,Binayre Raider,1,0.153,pirate_tier1,hutt_light_s01_tier1
blackguard_patrol_heavy,Blackguard Heavy Assault Craft,1,0.54,pirate_tier5,nova_orion_pirate_heavy_tier9
blackguard_patrol_light,Blackguard Light Assault Craft,1,0.54,pirate_tier5,nova_orion_pirate_light_tier9
blackguard_patrol_medium,Blackguard Medium Assault Craft,1,0.54,pirate_tier5,nova_orion_intro_01_tier9
blacklight_assassin_tier1,Blacklight Assassin,1,0.153,pirate_tier1,hutt_light_s02_tier1
blacklight_assassin_tier2,Blacklight Assassin,1,0.144,pirate_tier2,hutt_light_s02_tier2
blacklight_assassin_tier3,Blacklight Assassin,1,0.135,pirate_tier3,hutt_light_s02_tier3
blacklight_assassin_tier4,Blacklight Assassin,1,0.126,pirate_tier4,hutt_light_s02_tier4
blacklight_assassin_tier5,Blacklight Assassin,1,0.117,pirate_tier5,hutt_light_s02_tier5
blacklight_bomber_tier1,Blacklight Bomber,1,0.221,pirate_tier1,hutt_heavy_s01_tier1
blacklight_bomber_tier2,Blacklight Bomber,1,0.208,pirate_tier2,hutt_heavy_s01_tier2
blacklight_bomber_tier3,Blacklight Bomber,1,0.195,pirate_tier3,hutt_heavy_s01_tier3
blacklight_bomber_tier4,Blacklight Bomber,1,0.182,pirate_tier4,hutt_heavy_s01_tier4
blacklight_bomber_tier5,Blacklight Bomber,1,0.169,pirate_tier5,hutt_heavy_s01_tier5
blacklight_fighter_tier1,Blacklight Fighter,1,0.153,pirate_tier1,hutt_light_s01_tier1
blacklight_fighter_tier2,Blacklight Fighter,1,0.144,pirate_tier2,hutt_light_s01_tier2
blacklight_fighter_tier3,Blacklight Fighter,1,0.135,pirate_tier3,hutt_light_s01_tier3
blacklight_fighter_tier4,Blacklight Fighter,1,0.126,pirate_tier4,hutt_light_s01_tier4
blacklight_fighter_tier5,Blacklight Fighter,1,0.117,pirate_tier5,hutt_light_s01_tier5
blacklight_leader_tier1,Blacklight Wing Commander,1,0.153,pirate_tier1,hutt_light_s02_tier1
blacklight_leader_tier2,Blacklight Wing Commander,1,0.144,pirate_tier2,hutt_light_s02_tier2
blacklight_leader_tier3,Blacklight Wing Commander,1,0.135,pirate_tier3,hutt_light_s02_tier3
blacklight_leader_tier4,Blacklight Wing Commander,1,0.126,pirate_tier4,hutt_light_s02_tier4
blacklight_leader_tier5,Blacklight Wing Commander,1,0.117,pirate_tier5,hutt_light_s02_tier5
blacklight_pirate_assassin,Blacklight Assassin,1,0.126,pirate_tier4,hutt_light_s02_tier4
blacklight_pirate_bomber,Blacklight Bomber,1,0.126,pirate_tier4,hutt_light_s02_tier4
blacklight_pirate_fighter,Blacklight Fighter,1,0.126,pirate_tier4,hutt_light_s01_tier4
blacklight_pirate_fighter_quest,Blacklight Squadron Leader,1,0.135,pirate_tier1,hutt_light_s01_tier3
blacklight_pirate_leader,Blacklight Leader,1,0.195,pirate_tier3,hutt_heavy_s02_tier3
blackscale_adjutant_rhosk_tier5,Adjutant Rhosk,3,0.14,blacksun_tier5,blacksun_transport_tier5
blackscale_broodmaster_hsskas_tier5,Broodmaster Hss'kas,3,0.14,blacksun_tier5,decimator_tier5
blackscale_commander_khrask_tier5,Commander Khrask,3,0.14,blacksun_tier5,merchant_cruiser_medium_tier5
blackscale_commander_tier5,Blackscale Commander,3,0.14,blacksun_tier5,merchant_cruiser_medium_tier5
blackscale_leader_tier5,Blackscale Leader,3,0.14,blacksun_tier5,smuggler_warlord_ship_tier5
blackscale_lord_cyssc_tier5,Lord Cyssc,3,0.14,blacksun_tier5,smuggler_warlord_ship_tier5
blackscale_rake_tier5,Blackscale Rake,1,0.14,blacksun_tier5,grievous_starship_tier5
blackscale_reaver_tier5,Blackscale Reaver,1,0.14,blacksun_tier5,arc170_tier5
blackscale_relentless_tier5,Blackscale Relentless,1,0.14,blacksun_tier5,blacksun_heavy_s02_tier5
blackscale_scaleguard_tier5,Blackscale Scaleguard,5,0.14,blacksun_tier5,imperial_gunboat_tier5
blackscale_transport_tier5,A Blackscale Transport,3,0.14,blacksun_tier5,blacksun_transport_tier5
blacksun_ace_s04_tier1,Black Sun Ace,1,0.16,blacksun_tier2,blacksun_light_s04_tier2
blacksun_ace_s04_tier2,Black Sun Advanced,1,0.15,blacksun_tier3,blacksun_light_s04_tier3
blacksun_ace_s04_tier3,Black Sun Wraith,1,0.14,blacksun_tier4,blacksun_light_s04_tier4
blacksun_ace_s04_tier4,Black Sun Deathbringer,1,0.13,blacksun_tier5,blacksun_light_s04_tier5
blacksun_ace_s04_tier5,Black Sun Ace,1,0.13,blacksun_tier5,blacksun_light_s04_tier5
blacksun_aggressor,Black Sun Aggressor,1,0.187,blacksun_tier1,xwing_tier1
blacksun_aggressor_tier1,Black Sun Aggressor,1,0.187,blacksun_tier2,blacksun_medium_s03_tier1
blacksun_aggressor_tier2,Black Sun Aggressor,1,0.176,blacksun_tier2,blacksun_medium_s03_tier2
blacksun_aggressor_tier3,Black Sun Aggressor,1,0.165,blacksun_tier3,blacksun_medium_s03_tier3
blacksun_aggressor_tier4,Black Sun Aggressor,1,0.154,blacksun_tier4,blacksun_medium_s03_tier4
blacksun_aggressor_tier5,Black Sun Aggressor,1,0.143,blacksun_tier5,blacksun_medium_s03_tier5
blacksun_anianti,Henchman Ani'anti (Black Sun Assassin),1,0.176,blacksun_tier3,blacksun_medium_s03_tier2
blacksun_asetti,Assetti Tiree,1,0.221,blacksun_tier1,hutt_heavy_s02_tier1
blacksun_asetti_tier4,Asetti,1,0.154,blacksun_tier1,blacksun_medium_s04_tier4
blacksun_beldini_tier3,Beldini,1,0.14,blacksun_tier4,blacksun_light_s04_tier4
blacksun_bomber_ace_s04_tier1,Black Sun Bomber,1,0.204,blacksun_tier2,blacksun_heavy_s04_tier1
blacksun_bomber_ace_s04_tier2,Black Sun Bomber,1,0.192,blacksun_tier3,blacksun_heavy_s04_tier2
blacksun_bomber_ace_s04_tier3,Black Sun Bomber,1,0.18,blacksun_tier4,blacksun_heavy_s04_tier3
blacksun_bomber_ace_s04_tier4,Black Sun Bomber,1,0.168,blacksun_tier5,blacksun_heavy_s04_tier4
blacksun_bomber_ace_s04_tier5,Black Sun Bomber,1,0.156,blacksun_tier5,blacksun_heavy_s04_tier5
blacksun_bomber_ace_tier3_dantooine,Black Sun Bomber,1,0.18,story_dantooine_blacksun,blacksun_heavy_s04_tier3
blacksun_bomber_s01_tier1,Black Sun Bomber,1,0.204,blacksun_tier1,blacksun_heavy_s01_tier1
blacksun_bomber_s01_tier2,Black Sun Bomber,1,0.192,blacksun_tier2,blacksun_heavy_s01_tier2
blacksun_bomber_s01_tier2_tatooine,Black Sun Fighter,1,0.192,story_tatooine_blacksun,blacksun_heavy_s01_tier2
blacksun_bomber_s01_tier3,Black Sun Bomber,1,0.18,blacksun_tier3,blacksun_heavy_s01_tier3
blacksun_bomber_s01_tier4,Black Sun Bomber,1,0.168,blacksun_tier4,blacksun_heavy_s01_tier4
blacksun_bomber_s01_tier5,Black Sun Bomber,1,0.156,blacksun_tier5,blacksun_heavy_s01_tier5
blacksun_bomber_s02_tier1,Black Sun Bomber,1,0.204,blacksun_tier1,blacksun_heavy_s02_tier1
blacksun_bomber_s02_tier2,Black Sun Bomber,1,0.192,blacksun_tier2,blacksun_heavy_s02_tier2
blacksun_bomber_s02_tier3,Black Sun Bomber,1,0.18,blacksun_tier3,blacksun_heavy_s02_tier3
blacksun_bomber_s02_tier3_dantooine,Black Sun Bomber,1,0.18,story_dantooine_blacksun,blacksun_heavy_s02_tier3
blacksun_bomber_s02_tier4,Black Sun Bomber,1,0.168,blacksun_tier4,blacksun_heavy_s02_tier4
blacksun_bomber_s02_tier5,Black Sun Bomber,1,0.156,blacksun_tier5,blacksun_heavy_s02_tier5
blacksun_bomber_s03_tier1,Black Sun Bomber,1,0.204,blacksun_tier1,blacksun_heavy_s03_tier1
blacksun_bomber_s03_tier2,Black Sun Bomber,1,0.192,blacksun_tier2,blacksun_heavy_s03_tier2
blacksun_bomber_s03_tier3,Black Sun Bomber,1,0.18,blacksun_tier3,blacksun_heavy_s03_tier3
blacksun_bomber_s03_tier4,Black Sun Bomber,1,0.168,blacksun_tier4,blacksun_heavy_s03_tier4
blacksun_bomber_s03_tier5,Black Sun Bomber,1,0.156,blacksun_tier5,blacksun_heavy_s03_tier5
blacksun_crystal_snake_tier3,Crystal Snake,1,0.14,blacksun_tier5,blacksun_light_s03_tier4
blacksun_dark_eclipse_tier1,Dark Eclipse,1,0.68,blacksun_tier1,smuggler_warlord_ship_tier1
blacksun_dark_eclipse_tier2,Dark Eclipse,1,0.64,blacksun_tier2,smuggler_warlord_ship_tier2
blacksun_dark_eclipse_tier3,Dark Eclipse,2,0.6,blacksun_tier3,smuggler_warlord_ship_tier3
blacksun_dark_eclipse_tier4,Dark Eclipse,2,0.56,blacksun_tier4,smuggler_warlord_ship_tier4
blacksun_dark_eclipse_tier5,Dark Eclipse,3,0.52,blacksun_tier5,smuggler_warlord_ship_tier5
blacksun_dune_lizard_tier1,Black Sun Dune Lizard Fighter,1,0.17,blacksun_tier1,hutt_medium_s01_tier1
blacksun_dune_lizard_tier2,Black Sun Dune Lizard Fighter,1,0.16,blacksun_tier2,hutt_medium_s01_tier2
blacksun_dune_lizard_tier3,Black Sun Dune Lizard Fighter,1,0.15,blacksun_tier3,hutt_medium_s01_tier3
blacksun_dune_lizard_tier4,Black Sun Dune Lizard Fighter,1,0.14,blacksun_tier4,hutt_medium_s01_tier4
blacksun_dune_lizard_tier5,Black Sun Dune Lizard Fighter,1,0.13,blacksun_tier5,hutt_medium_s01_tier5
blacksun_fighter_s01_tier1,Black Sun Fighter,1,0.17,blacksun_tier1,blacksun_light_s01_tier1
blacksun_fighter_s01_tier2,Black Sun Fighter,1,0.16,blacksun_tier2,blacksun_light_s01_tier2
blacksun_fighter_s01_tier2_tatooine,Black Sun Fighter,1,0.16,story_tatooine_blacksun,blacksun_light_s01_tier2
blacksun_fighter_s01_tier3,Black Sun Fighter,1,0.15,blacksun_tier3,blacksun_light_s01_tier3
blacksun_fighter_s01_tier4,Black Sun Fighter,1,0.14,blacksun_tier4,blacksun_light_s01_tier4
blacksun_fighter_s01_tier5,Black Sun Fighter,1,0.13,blacksun_tier5,blacksun_light_s01_tier5
blacksun_fighter_s02_tier1,Black Sun Fighter,1,0.17,blacksun_tier1,blacksun_light_s02_tier1
blacksun_fighter_s02_tier2,Black Sun Fighter,1,0.16,blacksun_tier2,blacksun_light_s02_tier2
blacksun_fighter_s02_tier3,Black Sun Fighter,1,0.15,blacksun_tier3,blacksun_light_s02_tier3
blacksun_fighter_s02_tier3_dantooine,Black Sun Fighter,1,0.15,story_dantooine_blacksun,blacksun_light_s02_tier3
blacksun_fighter_s02_tier4,Black Sun Fighter,1,0.14,blacksun_tier4,blacksun_light_s02_tier4
blacksun_fighter_s02_tier5,Black Sun Fighter,1,0.13,blacksun_tier5,blacksun_light_s02_tier5
blacksun_fighter_s03_tier1,Black Sun Fighter,1,0.17,blacksun_tier1,blacksun_light_s03_tier1
blacksun_fighter_s03_tier2,Black Sun Fighter,1,0.16,blacksun_tier2,blacksun_light_s03_tier2
blacksun_fighter_s03_tier3,Black Sun Fighter,1,0.15,blacksun_tier3,blacksun_light_s03_tier3
blacksun_fighter_s03_tier4,Black Sun Fighter,1,0.14,blacksun_tier4,blacksun_light_s03_tier4
blacksun_fighter_s03_tier5,Black Sun Fighter,1,0.13,blacksun_tier5,blacksun_light_s03_tier5
blacksun_freighterheavy,Black Sun Heavy Freighter,0,0,blacksun_tier1,freighterheavy_tier3
blacksun_freighterheavy_tier1,Black Sun Heavy Freighter,0,0,blacksun_tier1,freighterheavy_tier1
blacksun_freighterheavy_tier2,Black Sun Heavy Freighter,0,0,blacksun_tier2,freighterheavy_tier2
blacksun_freighterheavy_tier3,Black Sun Heavy Freighter,0,0,blacksun_tier3,freighterheavy_tier3
blacksun_freighterheavy_tier4,Black Sun Heavy Freighter,0,0,blacksun_tier4,freighterheavy_tier4
blacksun_freighterheavy_tier5,Black Sun Heavy Freighter,0,0,blacksun_tier5,freighterheavy_tier5
blacksun_freighterlight,Black Sun Light Freighter,0,0,blacksun_tier1,freighterlight_tier3
blacksun_freighterlight_tier1,Black Sun Light Freighter,0,0,blacksun_tier1,freighterlight_tier1
blacksun_freighterlight_tier2,Black Sun Light Freighter,0,0,blacksun_tier2,freighterlight_tier2
blacksun_freighterlight_tier3,Black Sun Light Freighter,0,0,blacksun_tier3,freighterlight_tier3
blacksun_freighterlight_tier4,Black Sun Light Freighter,0,0,blacksun_tier4,freighterlight_tier4
blacksun_freighterlight_tier5,Black Sun Light Freighter,0,0,blacksun_tier5,freighterlight_tier5
blacksun_freightermedium_tier1,Black Sun Medium Freighter,0,0,blacksun_tier5,freightermedium_tier1
blacksun_freightermedium_tier2,Black Sun Medium Freighter,0,0,blacksun_tier5,freightermedium_tier2
blacksun_freightermedium_tier3,Black Sun Medium Freighter,0,0,blacksun_tier5,freightermedium_tier3
blacksun_freightermedium_tier4,Black Sun Medium Freighter,0,0,blacksun_tier5,freightermedium_tier4
blacksun_freightermedium_tier5,Black Sun Medium Freighter,0,0,blacksun_tier5,freightermedium_tier5
blacksun_gunship_duty_tier1,Blacksun Gunship,1,0.68,blacksun_tier1,rebel_gunboat_tier1
blacksun_gunship_duty_tier2,Blacksun Gunship,2,0.64,blacksun_tier2,rebel_gunboat_tier2
blacksun_gunship_duty_tier3,Blacksun Gunship,3,0.6,blacksun_tier3,rebel_gunboat_tier3
blacksun_gunship_duty_tier4,Blacksun Gunship,4,0.56,blacksun_tier4,rebel_gunboat_tier4
blacksun_gunship_duty_tier5,Blacksun Gunship,5,0.52,blacksun_tier5,rebel_gunboat_tier5
blacksun_gunship_tier1,Black Sun Destroyer,1,0.68,blacksun_tier1,rebel_gunboat_tier1
blacksun_gunship_tier2,Black Sun Devastator,2,0.64,blacksun_tier2,rebel_gunboat_tier2
blacksun_gunship_tier3,Black Sun Eradicator,3,0.6,blacksun_tier3,rebel_gunboat_tier3
blacksun_gunship_tier4,Black Sun Terminator,4,0.56,blacksun_tier4,rebel_gunboat_tier4
blacksun_gunship_tier5,Black Sun Annihilator,5,0.52,blacksun_tier5,rebel_gunboat_tier5
blacksun_heavy_fighter_tier1,Black Sun Heavy Fighter,1,0.221,blacksun_tier1,hutt_heavy_s02_tier1
blacksun_heavy_fighter_tier2,Black Sun Heavy Fighter,1,0.208,blacksun_tier1,hutt_heavy_s02_tier2
blacksun_heavy_fighter_tier3,Black Sun Heavy Fighter,1,0.195,blacksun_tier1,hutt_heavy_s02_tier3
blacksun_heavy_fighter_tier4,Black Sun Heavy Fighter,1,0.182,blacksun_tier1,hutt_heavy_s02_tier4
blacksun_heavy_fighter_tier5,Black Sun Heavy Fighter,1,0.169,blacksun_tier1,hutt_heavy_s02_tier5
blacksun_krayt_bane_tier3,Krayt's Bane,1,0.18,blacksun_tier5,blacksun_heavy_s04_tier3
blacksun_marauder,Black Sun Marauder,1,0.168,blacksun_tier3,blacksun_heavy_s03_tier4
blacksun_marauder_tier1,Black Sun Marauder,1,0.187,blacksun_tier1,blacksun_medium_s02_tier1
blacksun_marauder_tier2,Black Sun Marauder,1,0.176,blacksun_tier2,blacksun_medium_s02_tier2
blacksun_marauder_tier3,Black Sun Marauder,1,0.165,blacksun_tier3,blacksun_medium_s02_tier3
blacksun_marauder_tier4,Black Sun Marauder,1,0.154,blacksun_tier4,blacksun_medium_s02_tier4
blacksun_marauder_tier5,Black Sun Marauder,1,0.143,blacksun_tier5,blacksun_medium_s02_tier5
blacksun_medium_fighter_tier2,Black Sun Fighter,1,0.16,blacksun_tier2,hutt_medium_s01_tier2
blacksun_medium_fighter_tier3,Black Sun Fighter,1,0.15,blacksun_tier3,hutt_medium_s01_tier3
blacksun_medium_fighter_tier4,Black Sun Fighter,1,0.14,blacksun_tier4,hutt_medium_s01_tier4
blacksun_medium_fighter_tier5,Black Sun Fighter,1,0.13,blacksun_tier5,hutt_medium_s01_tier5
blacksun_pirate,Black Sun Pirate,1,0.17,blacksun_tier1,z95_tier1
blacksun_pirate_leader,Black Sun Pirate Leader,1,0.17,blacksun_tier1,z95_tier1
blacksun_starkiller_leader,O'frin Starkiller (Black Sun Assassin),1,0.192,blacksun_tier3,blacksun_heavy_s04_tier2
blacksun_transport_tier1,Black Sun Transport,0,0,blacksun_tier1,blacksun_transport_tier1
blacksun_transport_tier2,Black Sun Transport,0,0,blacksun_tier2,blacksun_transport_tier2
blacksun_transport_tier3,Black Sun Transport,0,0,blacksun_tier3,blacksun_transport_tier3
blacksun_transport_tier4,Black Sun Transport,0,0,blacksun_tier4,blacksun_transport_tier4
blacksun_transport_tier5,Black Sun Transport,0,0,blacksun_tier5,blacksun_transport_tier5
blacksun_vehement,Black Sun Vehement,1,0.153,blacksun_tier1,awing_tier1
blacksun_vehement_tier1,Black Sun Vehement,1,0.187,blacksun_tier1,blacksun_medium_s01_tier1
blacksun_vehement_tier2,Black Sun Vehement,1,0.176,blacksun_tier2,blacksun_medium_s01_tier2
blacksun_vehement_tier3,Black Sun Vehement,1,0.165,blacksun_tier3,blacksun_medium_s01_tier3
blacksun_vehement_tier4,Black Sun Vehement,1,0.154,blacksun_tier4,blacksun_medium_s01_tier4
blacksun_vehement_tier5,Black Sun Vehement,1,0.143,blacksun_tier5,blacksun_medium_s01_tier5
blacksun_warship_duty_tier5,Blacksun Capital Ship,3,0.52,blacksun_tier5,smuggler_warlord_ship_tier5
blacksun_yt1300_duty_tier1,Blacksun YT-1300,1,0.34,blacksun_tier1,yt1300_tier1
blacksun_yt1300_duty_tier2,Blacksun YT-1300,1,0.32,blacksun_tier2,yt1300_tier2
blacksun_yt1300_duty_tier3,Blacksun YT-1300,2,0.3,blacksun_tier3,yt1300_tier3
blacksun_yt1300_duty_tier4,Blacksun YT-1300,2,0.28,blacksun_tier4,yt1300_tier4
blacksun_yt1300_duty_tier5,Blacksun YT-1300,3,0.26,blacksun_tier5,yt1300_tier5
blacksun_yt1300_tier1,Black Sun Runner,1,0.34,blacksun_tier1,yt1300_tier1
blacksun_yt1300_tier2,Black Sun Evader,1,0.32,blacksun_tier2,yt1300_tier2
blacksun_yt1300_tier3,Black Sun Desperado,2,0.3,blacksun_tier3,yt1300_tier3
blacksun_yt1300_tier4,Black Sun Blackguard,2,0.28,blacksun_tier4,yt1300_tier4
blacksun_yt1300_tier5,Black Sun Scoundrel,3,0.26,blacksun_tier5,yt1300_tier5
