droid_fighter,519,10.2,4.5,60,60,60,1.81,300,300,100,100,32,32,32,45,500,400,300,400,5,500,400,400,500,5,200,200,,,20,20,,20,20,20,,20,,20,,wpn_z95_blaster,200,200,120,250,,,0.345,,200,200,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345
escape_pod,400,10.2,4.5,51,51,51,1.68,300,300,100,100,21,21,21,45,500,400,200,200,4,500,400,2876,2876,4,200,200,,,20,20,,20,20,20,,20,,20,,wpn_incom_disruptor,200,200,470,500,,,0.345,,200,200,471,1543,0.9,0.23,8.98,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345
firespray,519,28.2,14.1,106.165,47,106.165,1.76,100,100,100,100,56.1,28,56.1,57,500,400,600,800,5,500,400,400,500,5,600,600,,,20,20,,20,20,20,,20,,20,,wpn_incom_disruptor,200,200,210,320,,,0.345,wpn_incom_disruptor,200,200,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345
freighterheavy,300,17.4,14.964,20,20,20,2,100,100,100,100,12,12,12,12,200,200,600,800,5,200,200,200,200,5,800,800,,,20,20,,20,20,20,,20,,20,,wpn_generic,200,200,320,600,,,0.679,,200,200,32.768,32.768,,,0.679,,20,20,32.768,32.768,,,0.679,,20,20,32.768,32.768,,,0.679,,20,20,32.768,32.768,,,0.679,,20,20,32.768,32.768,,,0.679,,20,20,32.768,32.768,,,0.679,,20,20,32.768,32.768,,,0.679
freighterlight,300,34.8,29.928,24,24,24,2,100,100,100,100,19,19,19,20,200,200,300,600,5,200,200,200,200,5,500,500,,,20,20,,20,20,20,,20,,20,,wpn_generic,200,200,240,480,,,0.17,,200,200,8.192,8.192,,,0.17,,20,20,8.192,8.192,,,0.17,,20,20,8.192,8.192,,,0.17,,20,20,8.192,8.192,,,0.17,,20,20,8.192,8.192,,,0.17,,20,20,8.192,8.192,,,0.17,,20,20,8.192,8.192,,,0.17
freightermedium,300,26.1,22.446,22,22,22,2,100,100,100,100,16,16,16,16,200,200,400,700,5,200,200,200,200,5,600,600,,,20,20,,20,20,20,,20,,20,,wpn_generic,200,200,300,510,,,0.34,,200,200,16.384,16.384,,,0.34,,20,20,16.384,16.384,,,0.34,,20,20,16.384,16.384,,,0.34,,20,20,16.384,16.384,,,0.34,,20,20,16.384,16.384,,,0.34,,20,20,16.384,16.384,,,0.34,,20,20,16.384,16.384,,,0.34
hutt_light_s01,519,16.8,8.4,61,61,61,1.81,300,300,100,100,34,34,34,55,500,400,300,500,5,500,400,400,500,5,300,300,,,20,20,,20,20,20,,20,,20,,wpn_incom_disruptor,200,200,120,250,,,0.345,,200,200,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345
hutt_light_s02,519,16.8,8.4,61,61,61,1.81,300,300,100,100,34,34,34,55,500,400,300,500,5,500,400,400,500,5,300,300,,,20,20,,20,20,20,,20,,20,,wpn_incom_disruptor,200,200,120,250,,,0.345,,200,200,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345
hutt_medium_s01,519,12.2,15.67,55,55,55,1.85,300,300,100,100,28,28,28,46,500,400,400,700,5,500,400,400,500,5,500,500,,,20,20,,20,20,20,,20,,20,,wpn_incom_disruptor,200,200,210,320,,,0.345,,200,200,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345
hutt_medium_s02,519,12.2,15.67,55,55,55,1.85,300,300,100,100,28,28,28,46,500,400,400,700,5,500,400,400,500,5,500,500,,,20,20,,20,20,20,,20,,20,,wpn_incom_disruptor,200,200,210,320,,,0.345,,200,200,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345
hutt_heavy_s01,519,12.2,15.67,43,43,43,1.91,300,300,100,100,21,21,21,42,500,800,600,800,5,500,400,400,500,5,700,700,,,20,20,,20,20,20,,20,,20,,wpn_incom_disruptor,200,200,320,410,,,0.345,wpn_incom_disruptor,200,200,23.6,23.6,,,0.345,wpn_incom_disruptor,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345
hutt_heavy_s02,519,12.2,15.67,43,43,43,1.91,300,300,100,100,21,21,21,42,500,800,600,800,5,500,400,400,500,5,700,700,,,20,20,,20,20,20,,20,,20,,wpn_incom_disruptor,200,200,320,410,,,0.345,wpn_incom_disruptor,200,200,23.6,23.6,,,0.345,wpn_incom_disruptor,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345
imperial_gunboat,30000,8,8,3,3,3,1.76,2000,5000,2000,5000,3,3,3,32,3000,10000,6000,6000,50,3000,5000,3000,3000,40,5000,5000,1000,5000,20,5000,,20,5000,2000,2000,2000,2000,2000,2000,wpn_tieadvanced_blaster,200,200,100,150,,,0.356,wpn_tieadvanced_blaster,200,200,100,150,,,0.356,wpn_tieadvanced_blaster,200,200,100,150,,,0.356,wpn_tieadvanced_blaster,200,200,100,150,,,0.356,wpn_tieadvanced_blaster,200,200,100,150,,,0.356,wpn_tieadvanced_blaster,200,200,100,150,,,0.356,,,,,,,,,,,,,,,,
lambdashuttle,300,26.1,22.446,43,43,43,2,100,100,100,100,21,21,21,36,200,200,700,900,5,200,200,200,200,5,800,800,,,20,20,,20,20,20,,20,,20,,wpn_tieadvanced_blaster,200,200,220,360,,,1.125,wpn_tieadvanced_blaster,200,200,54.272,54.272,,,1.125,,20,20,54.272,54.272,,,1.125,,20,20,54.272,54.272,,,1.125,,20,20,54.272,54.272,,,1.125,,20,20,54.272,54.272,,,1.125,,20,20,54.272,54.272,,,1.125,,20,20,54.272,54.272,,,1.125
nebulon,30000,2,1,3,3,0,1,100,5000,100,5000,3,3,0,10,200,5000,200,200,5,200,5000,200,200,5,5000,5000,,5000,20,5000,,20,5000,20,,20,,20,,wpn_capitalship_turret_test,200,200,10,20,,,0.345,wpn_capitalship_turret_test,200,200,10,20,,,0.345,,20,5000,10,20,,,0.679,,20,5000,10,20,,,0.679,,20,5000,10,20,,,0.679,,20,5000,10,20,,,0.679,,20,5000,10,20,,,0.679,,20,5000,10,20,,,0.679
player_advanced_xwing,6000,17,15,72,72,72,1.95,1592,3185,1592,3185,78,78,78,93,1592,3185,10000,10000,30,500,400,3654,3654,4,8000,8000,1592,3185,900,900,40,900,900,20,,20,,20,,wpn_incom_blaster,1592,3185,4000,5400,,,0.4,wpn_incom_blaster,1592,3185,4000,5400,,,0.4,,200,200,471,1543,0.9,0.23,6,wpn_xwing_missile_s01,1592,3185,4000,5400,0.9,0.23,0.32,wpn_std_countermeasure,250,250,25,100,,,0.1,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345
player_advanced_z95,1442,13.4,10.2,68,55,84,1.91,300,300,100,100,50,32,64,45,500,400,876,876,4,500,400,2876,2876,4,400,400,,,20,20,15,20,20,20,,20,,20,,wpn_z95_blaster,200,200,470,500,,,0.345,wpn_xwing_missile_s01,200,200,471,1543,0.9,0.23,8.98,wpn_std_countermeasure,250,250,25,100,,,0.1,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,600,20,520,640,,,0.471
player_arc170,6000,17,15,72,72,72,1.95,1592,3185,1592,3185,48,48,48,60,1592,3185,10000,10000,30,500,400,400,500,5,8000,8000,1592,3185,20,20,15,20,20,20,,20,,20,,wpn_incom_disruptor,1592,3185,4000,5400,,,0.32,wpn_incom_disruptor,1592,3185,4000,5400,,,0.32,wpn_incom_disruptor,1592,3185,4000,5400,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
player_awing,1125,16.2,11.15,70,68,74,1.68,300,300,100,100,56,52,54,60,500,400,610,610,4,500,400,2412,2412,4,376,376,,,,,,20,20,20,,20,,20,,wpn_awing_blaster,200,200,350,510,,,0.345,wpn_slayn_imagerec_missile_s01,200,200,321,732,0.78,0.32,9.32,wpn_std_countermeasure,250,250,25,100,,,0.1,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345,,20,20,23.6,23.6,,,0.345
player_basic_hutt_light,400,13.8,12.5,72,72,76,1.95,100,200,100,200,48,48,52,42,100,200,300,300,2,,,,,,250,250,100,200,,,,100,200,20,,20,,20,,wpn_z95_basic,100,200,330,420,,,0.345,,,,,,,,,wpn_std_countermeasure,100,200,40,70,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
player_basic_tiefighter,400,16,14,72,72,76,1.95,100,200,100,200,48,48,52,50,,,,,,,,,,,650,650,100,200,,,,100,200,20,,20,,20,,wpn_tiefighter_basic,100,200,330,420,,,0.345,,,,,,,,,wpn_std_countermeasure,100,200,40,70,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
player_basic_z95,400,13.8,12.5,72,72,76,1.95,100,200,100,200,48,48,52,42,100,200,300,300,2,,,,,,250,250,100,200,,,,100,200,20,,20,,20,,wpn_z95_basic,100,200,330,420,,,0.345,,,,,,,,,wpn_std_countermeasure,100,200,40,70,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
player_blacksun_heavy_s01,519,12.2,15.67,43,43,43,1.91,300,300,100,100,21,21,21,42,500,800,600,800,5,500,400,400,500,5,700,700,,,20,20,,20,20,20,,20,,20,,wpn_incom_disruptor,200,200,320,410,,,0.345,wpn_incom_disruptor,200,200,23.6,23.6,,,0.345,wpn_incom_disruptor,20,20,23.6,23.6,,,0.345,,,,,,,,,wpn_std_countermeasure,250,250,25,100,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,
player_blacksun_heavy_s02,519,12.2,15.67,43,43,43,1.91,300,300,100,100,21,21,21,42,500,800,600,800,5,500,400,400,500,5,700,700,,,20,20,,20,20,20,,20,,20,,wpn_incom_disruptor,200,200,320,410,,,0.345,wpn_incom_disruptor,200,200,23.6,23.6,,,0.345,wpn_incom_disruptor,20,20,23.6,23.6,,,0.345,wpn_xwing_missile_s01,,,,,,,,wpn_std_countermeasure,250,250,25,100,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,
player_blacksun_heavy_s03,519,12.2,15.67,43,43,43,1.91,300,300,100,100,21,21,21,42,500,800,600,800,5,500,400,400,500,5,700,700,,,20,20,,20,20,20,,20,,20,,wpn_incom_disruptor,200,200,320,410,,,0.345,wpn_incom_disruptor,200,200,23.6,23.6,,,0.345,wpn_incom_disruptor,20,20,23.6,23.6,,,0.345,wpn_xwing_missile_s01,,,,,,,,wpn_std_countermeasure,250,250,25,100,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,
player_blacksun_heavy_s04,519,12.2,15.67,43,43,43,1.91,300,300,100,100,21,21,21,42,500,800,600,800,5,500,400,400,500,5,700,700,,,20,20,,20,20,20,,20,,20,,wpn_incom_disruptor,200,200,320,410,,,0.345,wpn_incom_disruptor,200,200,23.6,23.6,,,0.345,wpn_incom_disruptor,20,20,23.6,23.6,,,0.345,wpn_xwing_missile_s01,,,,,,,,wpn_std_countermeasure,250,250,25,100,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,
player_blacksun_light_s01,519,16.8,8.4,61,61,61,1.81,300,300,100,100,34,34,34,55,500,400,300,500,5,500,400,400,500,5,300,300,,,20,20,,20,20,20,,20,,20,,wpn_incom_disruptor,200,200,120,250,,,0.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,23.6,23.6,,,0.345
player_blacksun_light_s02,519,16.8,8.4,61,61,61,1.81,300,300,100,100,34,34,34,55,500,400,300,500,5,500,400,400,500,5,300,300,,,20,20,,20,20,20,,20,,20,,wpn_incom_disruptor,200,200,120,250,,,0.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,23.6,23.6,,,0.345
player_blacksun_light_s03,519,16.8,8.4,61,61,61,1.81,300,300,100,100,34,34,34,55,500,400,300,500,5,500,400,400,500,5,300,300,,,20,20,,20,20,20,,20,,20,,wpn_incom_disruptor,200,200,120,250,,,0.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,23.6,23.6,,,0.345
player_blacksun_light_s04,519,16.8,8.4,61,61,61,1.81,300,300,100,100,34,34,34,55,500,400,300,500,5,500,400,400,500,5,300,300,,,20,20,,20,20,20,,20,,20,,wpn_incom_disruptor,200,200,120,250,,,0.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,23.6,23.6,,,0.345
player_blacksun_medium_s01,519,16.8,8.4,61,61,61,1.81,300,300,100,100,34,34,34,55,500,400,300,500,5,500,400,400,500,5,300,300,,,20,20,,,,,,,,,,wpn_incom_disruptor,200,200,120,250,,,0.345,wpn_incom_disruptor,200,200,120,250,,,0.345,,,,,,,,,wpn_std_countermeasure,250,250,25,100,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
player_blacksun_medium_s02,519,16.8,8.4,61,61,61,1.81,300,300,100,100,34,34,34,55,500,400,300,500,5,500,400,400,500,5,300,300,,,20,20,,,,,,,,,,wpn_incom_disruptor,200,200,120,250,,,0.345,wpn_incom_disruptor,200,200,120,250,,,0.345,,,,,,,,,wpn_std_countermeasure,250,250,25,100,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
player_blacksun_medium_s03,519,16.8,8.4,61,61,61,1.81,300,300,100,100,34,34,34,55,500,400,300,500,5,500,400,400,500,5,300,300,,,20,20,,,,,,,,,,wpn_incom_disruptor,200,200,120,250,,,0.345,wpn_incom_disruptor,200,200,120,250,,,0.345,,,,,,,,,wpn_std_countermeasure,250,250,25,100,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
